Name,Acronyms,Address,Founded,Motto,WorldRank,CountryRank,Tel,Fax
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Aalborg Universitet,AAU, Fredrik Bajers Vej 7K Ålborg  9220 North Denmark Region,1974,Learning seriously affects your brain,619,5, +45 9940 9940, +45 9815 1522
Academia Nacional Superior de Orquestra,ANSO," Travessa da Galé, 36 -3º Edifício Standard Elétrica Lisbon  1349-028 Lisboa",1993,None,Un,Un, +351 (21) 361 7320, +351 (21) 362 3833
Academia Rerum Civilium,ARC, Barborská 52 Kutná Hora  284 01 Central Bohemian Region,2003,None,7663,39, +420 321 734 711,420
Academic City University College,ACity Ghana," Property # 279-302, Agbogba, Haatso, P.O. Box AD 421 Accra  AD 421 Greater Accra",2009,Academic Excellence,9692,18, +233 554 264 486,233
Académie des Beaux-Arts de Tournai,ACTournai, Rue de l'Hôpital Notre-Dame 14 Tournai  7500 Hainaut,1756,None,10062,59, +32 (69) 841 263, +32 (69) 843 253
Académie Franco-Américaine de Management,AFRAM," 917, Rue Alsace Lorraine – Montagne Sainte – Face à la Polyclinique Chambrier; Boîte Postale 3931 Libreville   Estuaire",2013,None,Un,Un, +241 01 72 28 55,241
Academie voor Hoger Kunst- en Cultuuronderwijs,AHKCO, Waterfront # 14 Paramaribo   ,1981,None,13037,3, +597 (597) 477749/479517, +597 (597) 410366
Academy of Art University,, 79 New Montgomery San Francisco  94105 California,1929,By Artists. For Artists.,1169,467, +1 (800) 544 2787, +1 (415) 546 9737
Academy of Education of Kyrgyzstan,KAO, 25 Erkindik Boulevard Bishkek  720040 Bishkek,2002,None,12127,34, +996 (312) 62 23 57, +996 (312) 66 51 11
"Academy of Music, Dance and Fine Arts",AMDFA, 2 Todor Samoudomov Str. Plovdiv  4025 Plovdiv,1972,I am a school talent,9654,42, +359 (32) 601 441, +359 (32) 631 668
Academy of Public Administration under the aegis of the President of the Republic of Belarus,APA, 17 Moskovskaya Street Minsk  220007 City of Minsk,1991,Knowledge for efficient governance!,5911,22, +375 (17) 229 5111, +375 (17) 222 8264
Academy of Public Administration under the President of Kazakhstan,APA, 33a Abay Ave. Nur-Sultan  010000 Nur-Sultan,1994,None,8063,43, +7 (7172) 75 33 59, +7 (7172) 75 32 68
Academy of Public Administration under the President of the Kyrgyz Republic,AGUPKR, 237 Panfilov Str. Bishkek  720040 Bishkek,1992,Good education - good career!,9640,13, +996 (312) 62 31 00, +996 (312) 66 36 14
Academy of Public Administration under the President of the Republic of Tajikistan,APA, Said Nosir str. 33 Dushanbe  734025 Dushanbe,2013,None,12555,23, +992 (37) 224-17-86, +992 (37) 224-17-86
Academy of the Ministry of Internal Affairs,AMIA, 6 Masherova Street Minsk  220771 City of Minsk,1958,"Patriot, professional, defender",6751,27, +375 (17) 289 2184, +375 (17) 284 8939
Academy of Tourism,AT, Chui Ave. 99 Bishkek  720022 Bishkek,,None,12990,44, +996 (312) 360 320, +996 (312) 530 550
Acadia University,AU, 15 University Avenue Wolfville  B4P 2R6 Nova Scotia,1838,In pulvere vinces,1174,42, +1 (902) 542 1016, +1 (902) 585 1092
Accra Institute of Technology,AIT, Ga West Accra  AN-19782 Greater Accra,2009,University of The Future,10521,30, +233 (302) 786 022,233
Accra Technical University,ATU, PO Box 561; Barnes road Accra   Greater Accra,1949,Truth Excellence Service,10814,32, +233 (30) 268 9279, +233 (21) 664 797
Ach Medical University,AMU," Peace Avenue-11, Songino-Khairkhan district-18; P.O.B 37/503 Ulaanbaatar  18080 Ulaanbaatar",1998,"Medical education Education for the world, research for the future",12676,33, +976 7711 9933, +976 7017 2358
Acharya N.G. Ranga Agricultural University,ANGRAU, Rajendranagar Hyderabad  500 030 Telangana,1964,None,6767,265, +91 (40) 2401 5035, +91 (40) 2401 5031
Acharya Nagarjuna University,ANU, Nagarjunanagar Guntur  522 510 Andhra Pradesh,1976,Everything is established in truth,6095,198, +91 (863) 229 3356, +91 (863) 229 3378
"Achievers University, Owo",AUO," Kilometer 1, Idasen-Ute Road Owo   Ondo",2008,"Knowledge, Integrity and Leadership",10609,92, +234 (803) 714 2677,234
Acibadem Üniversitesi,ACU," Içerenköy Mah. Kayisdagi Cad. No:32, Içerenköy, Atasehir Istanbul  34752 Istanbul",2007,None,5583,124, +90 (216) 500 4444, +90 (216) 576 5076
Ada Kent Üniversitesi,ADA KENT, Sakarya Mah. Kurtulus Sokak No:21/A Gazimagusa Famagusta  99450 Northern Cyprus,2015,None,11443,36,  +90 (392) 365 3990,357
ADA Universiteti,ADA, 11 Ahmadbay Agha-Oglu str. Baku  AZ1008 Absheron,2006,Leading Innovation and Responsible Citizenship,2613,2, +994 (12) 437 3235, +994 (12) 437 3236
Adama Science and Technology University,ASTU,  Adama  1888 Oromia,1993,We are dedicated to innovative knowledge,8889,9, +251 (221) 100 003, +251 (221) 100 032
Adamas University,," Barrackpore Road, 24 Parganas North Barasat  700 126 West Bengal",2014,None,8085,385,91,91
Adamawa State University,ADSU, Private Mailbox 25 Mubi   Adamawa,2002,None,11353,121,234,234
Adams State University,ASU, 208 Edgemont Boulevard Alamosa  81101 Colorado,1921,Great Stories Begin Here,2594,984, +1 (719) 587 7011, +1 (719) 587 7522
Adamson University,AdU," 900 San Marcelino Street, Ermita Manila  1000 National Capital Region",1932,Education with a Heart,6687,22, +63 (2) 525 7013, +63 (2) 524 6590
Adana Alparslan Türkes Bilim ve Teknoloji Üniversitesi,ATÜ," Balcali Mahallesi, Çatalan Caddesi No: 201/1 Adana  01250 Adana",2011,None,7582,158, +90 (322) 455 0000, +90 (322) 455 0009
Addis Ababa Science and Technology University,AASTU,  Addis Ababa   Addis Ababa,2011,None,8637,8, +251 (11) 895 9493,251
Addis Ababa University,AAU, PO Box 1176 Addis Ababa   Addis Ababa,1950,"Seek Wisdom, Elevate Your Intellect and Serve Humanity",1362,1, +251 (11) 123 9800, +251 (11) 123 9729
Adekunle Ajasin University,AAUA, Private Mailbox 01 Akungba Akoko  23401 Ondo,1982,For Learning and Service,5704,11, +234 (34) 246 444,234
Adeleke University,, Loogun-Ogberin Road Ede   Osun,2011,None,10096,81, +234 (808) 730 9304, +234 (803) 975 8657
Adelphi University,AU, South Avenue Garden City  11530-0701 New York,1896,Vita Sine Litteris Mors Est,1119,445, +1 (516) 877 3000, +1 (516) 877 3545
Adesh University,," VPO Bhucho kalan, Tehsil Nathana, Barnala Bypass Bathinda  151 001 Punjab",2012,None,10876,748,91,91
Adigrat University,AGU,  Adigrat   Tigray Region,2001,Hard Work: Our Hallmark!,Un,Un, +251 (3) 4887 0000, +251 (3) 4445 2115
Adikavi Nannaya University,ANU," Rajah Rajah Narendra Nagar, Nannaya Post Rajahmundry  533 105 Andhra Pradesh",2006,None,8472,434, +91 (883) 247 2617, +91 (883) 247 2615
Adi-Keih College of Arts and Social Sciences,,  Adi-Keih   Debub,,None,Un,Un,291,291
Adiyaman Üniversitesi,ADYÜ," Adiyaman Üniversitesi, Altinsehir Mh. 3005 Sokak No:13 Adiyaman  02040 Adiyaman",2006,None,5370,117, +90 (416) 223 3800, +90 (416) 223 3807
Adler Graduate School,AGS, 10225 Yellow Circle Drive Minnetonka  55343 Minnesota,1969,"Practical psychology, Inspiring change",4606,1501, +1 (612) 861 7554, +1 (612) 861 7559
Adler University,, 17 North Dearborn Street Chicago  60602 Illinois,1952,None,3254,1190, +1 (312) 662 4000, +1 (312) 662 4099
Admiral Makarov National University of Shipbuilding,NUoS, Geroyiv Stalingrada Street 9 Mykolaiv  54025 Mykolaiv Oblast,1920,None,7871,121, +380 (512) 359 148, +380 (512) 397 326
Admiral Makarov State University of Maritime and Inland Shipping,," Dvinskaya street, 5 / 7 Saint Petersburg  198035 Saint Petersburg",1809,None,4213,158, +7 (812) 251 1221, +7 (812) 251 0114
Admiralty University of Nigeria,ADUN, Ogwashi-Uku/ Ibusa Road Ibusa   Delta,2017,Exellence in Education,11810,133, +234 0907 222 9991,234
Adrian College,AC, 110 S Madison Street Adrian  49221-2575 Michigan,1859,None,3167,1156, +1 (517) 265 5161, +1 (517) 264 3331
Advanced Business College,ABC," 3rd Darko Lane, North Kaneshie Point 4, B435/21 Anuwaatre Street Accra   Greater Accra",2005,Star of Excellence,12798,63, +233 (302) 224 8667/8, +233 (302) 255 737
Advanced Institute of Industrial Technology,AIIT, Shinagawa-ku Tokyo   Tokyo,2006,None,6608,500,81,81
AdventHealth University,AHU, 671 Winyah Drive Orlando  32803 Florida,1992,None,4219,1424, +1 (407) 303 7742,1
Adventist International Institute of Advanced Studies,AIIAS, Lalaan I Silang  4118 Calabarzon,1986,"Experience AIIAS, Experience Success!",7901,36, +63 (46) 414 4300, +63 (46) 414 4310
Adventist University of Africa,AUA," Advent Hill, Ongata Rongai, Magadi Road; Private Bag-00503 Magadi Nairobi  00503 Nairobi",2005,Developing Leaders,10520,43, +254 733-333-451/452,254
Adventist University of Central Africa,AUCA, PO Box 2461 Kigali   Kigali Province,1984,None,10290,5, +250 788 443 587,250
Adventist University of the Philippines,AUP," PutingKahoy, PO Box 1834 Silang  4118 Calabarzon",1917,On Ever Onward,9371,69, +63 (49) 541 1211, +63 (49) 541 1228
Adventista Teológiai Fõiskola,ATF, Ráday u. 12 Pécel  2119 Pest,1948,None,10067,40, +36 (28) 547 295, +36 (28) 547 285
Adyghe State University,ASU, 208 Universitetskaya Street Maykop  385000 Adygeya Republic,1940,None,6433,287, +7 (8772) 570 273, +7 (8772) 270 273
Aeres Hogeschool,, De Drieslag 4 Dronten  8251 JZ Flevoland,2013,Talent voor groei,5030,44, +31 88 020 6000,31
Afe Babalola University,ABUAD, Km 8.5 Afe Babalola Way Ado-Ekiti  360001 Ekiti,2009,Labor Servitum Et Integritas,6071,14, +234 (803) 440 2771,234
Afeka Tel Aviv Academic College of Engineering,, 218 Bnei Ephraim St Ne'ot Afeka  69107 Tel Aviv District,1996,None,6831,25,  +1 800 373710,972
Afghan Pamir Higher Education Institute,, Kolula Pushta Road Kabul   Kabul,,None,13241,78, +93 (70) 087 5744,93
Afghan Swiss Medical Institute of Higher Education,, Sarsabzi Square Kabul   Kabul,,None,12530,32, +93 (77) 732 3311,93
Africa Christian University,ACU," Plot No. 37732/3 Off Lake Road, Ibex Hill Lusaka   Lusaka",2008,None,11119,11, +260 955 009 228,260
Africa International University,AIU, PO Box 24686 Nairobi  00502 Nairobi,2011,Education with Passion and Integrity,10073,36, +254 (20) 260 3664,254
Africa Nazarene University,ANU, PO Box 53067 Nairobi  00200 Nairobi,1993,"What begins here, transforms the world",7419,13, +254 (20) 252 7170 - 5, +254 (20) 201 2233
Africa Renewal University,AFRU, PO Box 35138 Kampala   Central Region,2013,None,12326,33, +256 (701) 598 347,256
Africa Research University,ARU," Villa number 7, Cresta Golfview Hotel Office Park, Great East Road; P.O. Box FW20 Lusaka   Lusaka",2016,grow | prosper | excel,13158,42, +260 971 248 101,260
Africa University,AU," Nyanga Road, PO Box 1320 Mutare   Manicaland",1992,Investing in Africa's Future,5238,2, +263 (20) 61611, +263 (20) 61785
African Bible University,ABU," Plot 870, Lubowa Estates, Roofings Road, off Entebbe Road Wakiso   Central Region",2005,None,12454,36, +256 (414) 201 507,256
"African Leadership University, Rwanda",ALU Rwanda, Kigali Heights Kigali   Kigali Province,2017,None,Un,Un,250,250
African Methodist Episcopal University,AMEU, 34 Camp Johnson Road Monrovia   Montserrado,1995,Pursuit of Excellence,12348,4, +231 779002214,231
African Rural University,ARU, PO Box 24 Kagadi   Western Region,2011,Awakening the sleeping genius in each of us,11018,24, +256 (793) 150 990, +256 (414) 342 270
African University College of Communications,AUCC, PO Box LG 510; Adabraka Accra   Greater Accra,2001,Discover Yourself From Here,10660,31, +233 (302) 258 584, +233 (302) 701 1526
African University of Humanities and Applied Sciences,,  Tripoli   Tripoli,,None,11142,14, +218 92 689 8002,218
African University of Management,AUM, Boulevard Léon-MBA à côté de la Station Derrière-la-Prison; Boîte Postale 16374 Libreville   Estuaire,,None,13016,5, +241 05 54 30 10,241
African University of Science and Technology,AUST," Private Mailbox 681, Garki Abuja   Federal Capital Territory",2007,None,7949,35,234,234
Afyon Kocatepe Üniversitesi,AKU, Ahmet Necdet Sezer Kampusü Gazligöl Yolu Afyonkarahisar  03200 Afyonkarahisar,1992,None,3221,58, +90 (272) 228 1213, +90 (272) 228 1417
Aga Khan University,AKU," Stadium Road, PO Box 3500 Karachi  74800 Sindh",1983,None,1757,2, +92 (21) 3493 0051, +92 (21) 3493 4294
Agnes Scott College,ASC, 141 E. College Avenue Decatur  30030-3770 Georgia,1889,"Educating women to think deeply, live honorably and engage the intellectual and social challenges of their times",1292,504, +1 (404) 471 6000, +1 (404) 471 6067
Agri Ibrahim Çeçen Universitesi,ICUA," Erzurum yolu 4 km, Merkez Agri  04100 Agri",2007,Doðudan Yükselen Iþýk,5268,114, +90 (472) 215 1670, +90 (472) 215 1182
Agricultural University of Athens,AUA, Iera odos 75 Athens  11855 Attica,1920,None,3173,19, +30 (210) 529 4893, +30 (210) 346 0885
Agricultural University of Georgia,AUG, 13 km. David Aghmashenebeli Alley Tbilisi  0131 Tbilisi,1929,Learning till old age,9288,18, +995 (32) 2533 806, +995 (32) 2534 395
Agricultural University of Hebei,AUH," 289 Lingyusi Street, Nanshi District Baoding  071001 Hebei",1902,None,4534,169, +86 (312) 209 1276, +86 (312) 209 1217
Agricultural University of Iceland,LBHI," Hvanneyrabraut, 311 Hvanneyri  311 Western Region",2005,None,7869,6, +354 433 5000, +354 433 5001
Agricultural University of Plovdiv,AU, 12 Mendeleev Str. Plovdiv  4000 Plovdiv,1945,None,6029,19, +359 (32) 633 232, +359 (32) 633 157
Agriculture and Forestry University,AFU, PO Box 13712 Bharatpur  44200 Bagmati Pradesh,2010,None,10597,5, +977 (56) 591 655, +977 (56) 592 101
Agrocampus Ouest,, 65 Rue de Saint Brieuc Rennes  35042 Bretagne,2008,None,3749,129, +33 (0)2 23 48 50 00, +33 (0)2 23 48 55 10
AgroParisTech,," 16, Rue Claude-Bernard Paris  75231 Ile-de-France",2007,"Former, Chercher, Innover.Pour l’avenir de l’agriculture, de l’alimentation et de la forêt",1862,77, +33 (0)1 44 08 16 18, +33 (0)1 44 08 72 34
Ahfad University for Women,AUW, PO Box 167 Omdurman   Khartoum,1966,Women's Education Since 907,6616,4, +249 (187) 553 363, +249 (187) 579 111
Ahi Evran Üniversitesi,AEÜ," Bagbasi Mah. Sahir kurutluoglu cad. No: 100, Merkez Kirsehir  40100 Kirsehir",2006,None,4953,102, +90 (386) 211 4077, +90 (386) 211 4079
Ahlia University,AU," GOSI Complex, 1st Floor, Exhibitions Road, PO Box 10878 Manama   Capital Governorate",2001,Your Global Future Begins Here,7098,4, +973 (17) 298 999, +973 (17) 290 083
Ahlobait Institute of Higher Education,,  Kabul   Kabul,2013,None,13204,72, +93 (20) 257 0822,93
Ahlul Bayt International University,ABU, 35 Artesh Street Tehran  19558-83133 Tehran,2014,None,11960,254, +98 (21) 2244 9240,98
Ahmadu Bello University,ABU," Sokoto Road, Samaru-Zaria Zaria  2222 Kaduna",1962,None,4763,8, +234 (69) 50 691, +234 (69) 50 022
Ahmedabad University,," AES Bungalow # 2. Commerce Six Roads, Navrangpura Ahmedabad  380 009 Gujarat",2009,None,6365,229, +91 (79) 6191 1200, +91 (79) 2656 0359
Ahmet Yesevi Üniversitesi,AYU, 29 B. Sattarxanov Street Turkistan   Turkistan,1993,None,5163,12,7,7
Ahram Canadian University,ACU,  6th of October City   Giza,2004,None,9498,48, +20 (2) 3833 3078, +20 (2) 3833 4379
Ahsanullah University of Science and Technology,AUST," 141 & 142, Love Road, Tejgaon Industrial Area Dhaka  1208 Dhaka",1995,Divine Light is our guide,5775,8, +880 (2) 887 0422, +880 (2) 887 0417
Ahvaz Jundishapur University of Medical Sciences,AJUMS, Golestan Avenue Ahvaz   Khuzestan,1956,None,5388,67, +98 (611) 333 9092, +98 (611) 333 5200
Aichi Bunkyo University,ABU, 5969-3 Nenjo-Zaka Komaki  485-8565 Aichi,1998,None,6936,551, +81 (568) 78 2211, +81 (568) 78 2240
Aichi Gakuin University,AGU," 12 Araike, Iwasaki-cho Nisshin  470-0195 Aichi",1953,None,4560,250, +81 (561) 73 1111, +81 (561) 73 6769
Aichi Gakusen University,," 1 Shiotori, Oike-cho Toyota  471-8532 Aichi",1966,None,Un,Un, +81 (565) 35 1313, +81 (565) 35 1677
Aichi Institute of Technology,AIT," 1247 Yachigusa, Yakusa-cho Toyota  470-0392 Aichi",1959,None,5791,392, +81 (565) 48 8121, +81 (565) 48 0277
Aichi Medical University,, 21 Yazako Karimata Nagakute  480-1195 Aichi,1971,None,4189,214, +81 (52) 264 4811, +81 (561) 62 4866
Aichi Mizuho College,, Mizuho Nagoya   Aichi,1950,None,9988,703,81,81
Aichi Prefectural University,," 1522-3 Ibaragabasama, Kumabari Nagakute  480-1198 Aichi",1950,None,4854,277, +81 (561) 641 111, +81 (561) 641 101
Aichi Prefectural University of Fine Arts and Music,," 1-1 Sagamine, Yazako Nagakute  480-1194 Aichi",1966,None,7176,579, +81 (561) 62 1180, +81 (561) 62 0083
Aichi Sangyo University,ASU," 12-5 Harayama, Oka-cho Okazaki  444-0005 Aichi",1992,None,7720,625, +81 (564) 484 511, +81 (564) 484 940
Aichi Shukutoku University,ASU," 23 Sakuragaoka, Chikusa-ku Nagoya  480-1197 Aichi",1975,Living with Diversity,5084,302, +81 (561) 62 4111, +81 (561) 63 1977
Aichi Toho University,,  Nagoya   Aichi,2001,None,7077,570,81,81
Aichi University,AIDAI," 4-60-6 Hiraike-cho, Nakamura Ward Nagoya  453-8777 Aichi",1946,None,3634,163, +81 (52) 564 6116, +81 (52) 564 6216
Aichi University of Education,AUE," 1 Hirosawa, Igaya-cho Kariya  448-8542 Aichi",1873,None,4204,217, +81 (566) 26 2178, +81 (566) 95 0035
Aichi University of Technology,AUT, 50-2 Manori Nishihasama-cho Gamagori  443-0047 Aichi,2000,None,6351,467, +81 (533) 68 1135, +81 (533) 68 0352
Aikoku Gakuen University,, 1532 Yotsukaido Yotsukaido  284-0005 Chiba,1998,None,7819,634, +81 (43) 424 4433, +81 (43) 424 4410
Ain Shams University,ASU," El-Khalyfa El-Ma'moun Street, Abbasya Cairo  11566 Cairo",1950,None,2228,5, +20 (2) 683 1231, +20 (2) 685 9251
Aino University,," 4-5-4 Higashiota, Ibaraki-shi Takatsuki  567-0012 Osaka",2004,None,7294,592, +81 072-627-1711, +81 072-627-1753
Air Force Institute of Technology,AFIT, 2950 Hobson Way Wright-Patterson AFB  45433-7765 Ohio,1919,None,4270,1435, +1 (937) 255 6565, +1 (937) 522 3500
Air University,AU," E-9, PAF Complex Islamabad  44000 Islamabad CT",2002,Taking Academic Excellence To New Heights,6663,39, +92 (51) 920 5801, +92 (51) 920 0158
Aix-Marseille Université,AMU," 58, boulevard Charles Livon Marseille  13284 Provence-Alpes-Cote d Azur",2012,None,649,22, +33 (0)4 91 39 65 00,33
Ajayi Crowther University,ACU, Ogbomosho Expressway; PMB 1066 Oyo Town  211108 Oyo,2005,Scientia Probitas,10148,82, +234 816 394 5354,234
Ajeenkya D.Y. Patil University,, Charoli Bk.via Lohegaon Pune  412 105 Maharashtra,2015,None,9269,538,91,91
Ajloun National Private University,ANU, PO Box 43 Ajloun  26810 Ajloun,2008,None,11179,27, +962 (2) 646 6616, +962 (2) 645 5584
Ajman University,AU, PO Box 346 Ajman   Ajman,1988,None,4351,9, +971 (6) 746 6666, +971 (6) 746 8888
Ajou University,," San 5 Woncheon-dong, Yeongtong-gu Suweon  443-749 Gyeonggi",1973,World-Class University Spearheading Academic Convergence,2654,19, +82 (31) 219 2925, +82 (31) 219 2924
Akademia e Filmit dhe Multimedias Marubi,AFMM," Rruga Aleksandër Moisiu Nr. 78, Kinostudio Tirana  1005 Tirana",2004,None,9962,15, +355 (4) 2365 188 / 157,355
Akademia e Studimeve Albanologjike,ASA," Sheshi ""Nënë Tereza"", Nr. 3 Tirana  1000 Tirana",2007,None,12004,25, +355 (4) 2240 713,355
Akademia Finansów i Biznesu Vistula,, ul. Stoklosy 3 Warszawa  02-787 Masovian Voivodeship,1992,Wiedza bez granic,2337,26, +48 (22) 457 2316, +48 (22) 457 2303
Akademia Górniczo-Hutnicza,AGH, al. Mickiewicza 30 Kraków  30-059 Lesser Poland Voivodeship,1919,"Labore creata, labori et scientiae servio",739,5, +48 (12) 617 2002, +48 (12) 633 4672
Akademia Humanistyczno-Ekonomiczna w Lodzi,AHE, ul. Sterlinga 26 Lodz  90-212 Lodz Voivodeship,1993,None,2781,32, +48 (42) 631 5800, +48 (42) 631 5801
Akademia Ivodent,AI," Rruga ""Prokop Myzeqari "", Nd.4, H.10 Tirana  1016 Tirana",2009,None,13141,34, +355 (4) 2259 425,355
Akademia Leona Kozminskiego,ALK/KU, ul. Jagiellonska 57 Warszawa  03-301 Masovian Voivodeship,1993,Sukces zaczyna sie w Kozminski,3307,44, +48 (22) 519 2100, +48 (22) 814 1156
Akademia Morska w Szczecinie,MUS, ul. Waly Chrobrego 1-2 Szczecin  70-500 West Pomeranian Voivodeship,1947,None,6947,89, +48 (91) 480 9350, +48 (91) 480 9585
Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy,, ul. Slowackiego 7 Bydgoszcz  85-008 Kuyavian-Pomeranian Voivodeship,1974,Musica Spiritus Movens,8729,116, +48 (52) 321 1142, +48 (52) 321 2350
Akademia Muzyczna im. Grazyny i Kiejstuta Bacewiczów w Lodzi,AM Lodz, ul. Gdanska 32 Lodz  90-716 Lodz Voivodeship,1945,Muzyka w dobrych rekach,2991,34, +48 (42) 662 1615, +48 (42) 662 1660
Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu,AM, ul. Sw. Marcin 87 Poznan  61-808 Greater Poland Voivodeship,1920,None,8323,114, +48 (61) 856 8910, +48 (61) 853 6676
Akademia Muzyczna im. Karola Lipinskiego we Wroclawiu,AMKL," pl. Jana Pawla II, 2 Wroclaw  50-043 Lower Silesian Voivodeship",1948,None,7258,94, +48 (71) 355 5543, +48 (71) 355 2849
Akademia Muzyczna im. Karola Szymanowskiego w Katowicach,, ul. Zacisze 3 Katowice  40-025 Silesian Voivodeship,1929,None,7710,99, +48 (32) 255 4017, +48 (32) 256 4485
Akademia Muzyczna im. Stanislawa Moniuszki w Gdansku,, ul. Lakowa 1/2 Gdansk  80-743 Pomeranian Voivodeship,1947,None,8099,108, +48 (58) 300 9201, +48 (58) 300 9210
Akademia Muzyczna w Krakowie,AM, ul. sw. Tomasza 43 Kraków  31-027 Lesser Poland Voivodeship,1888,Plus ratio quam vis,6969,90, +48 (12) 422 0455, +48 (12) 422 2343
